id,segment_id,scene_id,start,end
NAJOZTNkhlI_1,0,2,0:24:06,0:24:07
Ip9DbdOtqF4_1,0,2,0:00:47,0:00:48
@lisolna-7184160724715883781_0,0,0,0:00:11,0:00:11
YiHjsOqxtk0_0,0,3,0:00:07,0:00:09
fp1r40w_PtA_1,0,1,0:00:53,0:01:00
GHScTyR2OgQ_0,0,1,0:00:00,0:00:02
marOr6mJefE_0,0,0,0:02:06,0:02:11
9S9i12n0TIw_1,0,0,0:15:20,0:16:25
Msz128EJeWE_0,0,0,0:00:02,0:00:06
NexB4vj8_54_0,0,0,0:00:44,0:00:49
2ekjGl8yWZk_2,0,1,0:09:33,0:09:35
UwlKYM2Sotg_1,0,4,0:00:04,0:00:05
NAJOZTNkhlI_0,0,2,0:01:41,0:01:42
9S9i12n0TIw_2,0,0,0:16:25,0:18:11
@jess.morg-7195624647830850858_0,0,3,0:00:06,0:00:07
tdm72-vYxTs_1,0,2,0:04:32,0:04:58
XYsCVqz3iug_1,0,1,0:00:00,0:24:49
8hhcFRoR0mw_0,0,0,0:04:31,0:04:53
vVRC-0VKPrg_0,0,1,0:00:31,0:01:27
OAcbasjxljY_0,0,0,0:07:36,0:07:45
VL259eBJ68w_1,0,5,0:05:20,0:05:57
kbRtl58u_kk_0,0,1,0:00:00,0:00:01
KTY9bogonyw_0,0,0,0:12:15,0:12:18
KTY9bogonyw_0,1,0,0:12:34,0:12:35
yU9fGAEcxJY_0,0,0,0:00:28,0:00:33
8foMISZGiyw_2,0,0,0:13:56,0:14:13
VL259eBJ68w_0,0,4,0:01:16,0:01:18
@placesunleashed-7285075986662624518_0,0,2,0:00:26,0:00:27
mH9LdC7IFH8_0,0,1,0:03:17,0:03:17
mH9LdC7IFH8_0,1,2,0:00:14,0:00:25
mH9LdC7IFH8_0,2,2,0:02:02,0:02:20
mH9LdC7IFH8_0,3,2,0:03:19,0:03:40
5zbV24vyO44_1,0,1,0:06:03,0:06:04
5zbV24vyO44_1,1,2,0:06:04,0:06:06
Vn-z0qXp9bQ_0,0,2,0:00:01,0:00:01
ll3tR0kUZHc_1,0,4,0:01:06,0:01:07
ll3tR0kUZHc_1,1,5,0:01:08,0:01:10
yz3lOAe32Tw_1,0,1,0:12:42,0:12:43
yz3lOAe32Tw_1,1,2,0:12:26,0:12:26
d-GKQeu4S6M_0,0,3,0:08:20,0:08:20
d-GKQeu4S6M_0,1,4,0:08:22,0:12:34
0mEN5Jf2hU0_1,0,1,0:00:45,0:00:50
0mEN5Jf2hU0_1,1,2,0:00:51,0:00:51
@movie.explained6-7269647281668852993_0,0,1,0:00:00,0:00:05
@movie.explained6-7269647281668852993_0,1,2,0:00:06,0:00:06
j6beJTHUT_c_0,0,2,0:03:41,0:03:44
j6beJTHUT_c_0,1,3,0:03:46,0:03:50
@jonijawne-7194500194648476933_0,0,1,0:00:00,0:00:03
@jonijawne-7194500194648476933_0,1,2,0:00:04,0:00:05
tPQf5sB03ZE_0,0,2,0:02:50,0:02:50
tPQf5sB03ZE_0,1,3,0:02:51,0:02:55
WLl3SeraTV0_0,0,3,0:00:04,0:00:05
AYMdAVxALP4_1,0,2,0:04:30,0:04:31
7PqVVjEW0LM_0,0,1,0:00:09,0:00:10
60-ADf8OL9A_0,0,2,0:00:14,0:00:15
er1oRjH2iu8_2,0,1,0:13:00,0:13:03
@healthfood-6862748507976011013_0,0,2,0:00:10,0:00:13
sKvvuo9Yxqk_1,0,2,0:03:42,0:03:42
GawGUhl9zuQ_1,0,2,0:04:56,0:04:56
@healthfood-7135100078221430058_0,0,2,0:00:00,0:00:02
@healthfood-7135100078221430058_0,1,3,0:00:12,0:00:17
ZGMGQsnSdLE_1,0,1,0:16:21,0:16:21
ZGMGQsnSdLE_1,1,2,0:19:40,0:19:48
PCz04UJFaUY_0,0,0,0:00:03,0:00:03
PCz04UJFaUY_0,1,1,0:00:04,0:00:07
LAbtlJJhUlY_1,0,5,0:03:29,0:03:37
LAbtlJJhUlY_1,1,6,0:03:48,0:04:00
Z6Hx_BAZeUw_1,0,4,0:02:32,0:17:20
Z6Hx_BAZeUw_1,1,5,0:17:21,0:24:24
OAHsR02dUc0_0,0,0,0:37:05,0:37:48
OAHsR02dUc0_0,1,1,0:37:49,0:38:35
PS0gXPNBZy8_0,0,0,0:00:04,0:00:07
lzAESaVqix0_0,0,1,0:14:48,0:14:49
7XWqI121-Q4_2,0,0,0:06:35,0:06:47
7XWqI121-Q4_2,1,1,0:06:48,0:07:18
@lisolna-7282789187676294432_0,0,0,0:00:11,0:00:12
@lisolna-7282789187676294432_0,1,1,0:00:13,0:00:15
LYvStKy8iAc_1,0,4,0:02:34,0:02:36
LYvStKy8iAc_1,1,5,0:02:38,0:02:41
yqejTvYILlA_1,0,3,0:12:59,0:13:00
Fo97qfO-9_g_1,0,4,0:02:19,0:02:23
Ng2rNm6Nwsg_0,0,1,0:02:24,0:02:28
Ng2rNm6Nwsg_0,1,2,0:02:29,0:02:36
h0OHi9uAcBo_0,0,1,0:01:54,0:01:55
h0OHi9uAcBo_0,1,2,0:01:56,0:02:03
22iOyzE8Ec0_1,0,3,0:01:08,0:01:08
crmV4OduHYA_1,0,0,0:00:06,0:00:08
crmV4OduHYA_1,1,1,0:00:00,0:00:05
Fo97qfO-9_g_0,0,5,0:01:48,0:01:51
Fo97qfO-9_g_0,1,5,0:04:05,0:04:08
GdZYLAI0vpc_0,0,2,0:00:09,0:00:09
YcbKamVxDzI_2,0,2,0:16:36,0:16:36
X5v4nBo5y28_2,0,3,0:09:24,0:09:26
@tiffycooks-7080578381569445125_0,0,1,0:00:12,0:00:16
@tiffycooks-7080578381569445125_0,1,2,0:00:23,0:00:24
bwDfdTh0VYs_2,0,1,0:15:03,0:15:03
bwDfdTh0VYs_2,1,2,0:26:03,0:26:16
WaiGdRYD36k_0,0,2,0:00:10,0:00:10
WaiGdRYD36k_0,1,3,0:00:22,0:19:38
YcbKamVxDzI_1,0,2,0:11:31,0:11:31
_ZIa6SEJEyg_2,0,3,0:14:48,0:14:48
_ZIa6SEJEyg_2,1,4,0:20:31,0:22:18
_ZIa6SEJEyg_0,0,3,0:24:08,0:24:08
_ZIa6SEJEyg_0,1,4,0:04:59,0:05:00
_ZIa6SEJEyg_0,2,4,0:08:24,0:08:25
qksR2Zvd-FM_2,0,5,0:07:12,0:07:12
@_eat_sleep_travel_repeat-7296468146473536800_0,0,2,0:00:00,0:00:02
@_eat_sleep_travel_repeat-7296468146473536800_0,1,3,0:00:07,0:00:09
@placesunleashed-7308098412078025989_0,0,2,0:00:00,0:00:02
@placesunleashed-7308098412078025989_0,1,3,0:00:14,0:00:16
qksR2Zvd-FM_1,0,4,0:03:39,0:03:39
qksR2Zvd-FM_1,1,5,0:03:40,0:03:55
qksR2Zvd-FM_0,0,1,0:00:55,0:00:55
WaiGdRYD36k_2,0,2,0:15:26,0:15:26
WaiGdRYD36k_2,1,3,0:16:02,0:16:08
WaiGdRYD36k_2,2,3,0:16:47,0:19:25
s5edwp0PEqk_2,0,0,0:09:19,0:09:22
s5edwp0PEqk_2,1,1,0:10:46,0:11:03
s5edwp0PEqk_2,2,2,0:11:46,0:11:48
SO3czkzeFjw_0,0,0,0:00:00,0:00:04
SO3czkzeFjw_0,1,1,0:00:04,0:00:05
SO3czkzeFjw_0,2,2,0:00:07,0:00:09
qsH6q5wNso4_2,0,0,0:10:17,0:11:25
qsH6q5wNso4_2,1,1,0:11:29,0:12:05
qsH6q5wNso4_2,2,2,0:12:37,0:14:59
iwXp1fT89-M_2,0,0,0:02:46,0:02:48
iwXp1fT89-M_2,1,1,0:16:34,0:16:39
iwXp1fT89-M_2,2,2,0:17:53,0:17:59
NpYUxd1vUUE_1,0,0,0:04:40,0:04:45
NpYUxd1vUUE_1,1,2,0:05:13,0:05:16
NpYUxd1vUUE_1,2,3,0:05:29,0:05:36
o2F-N42Ufo4_1,0,0,0:10:18,0:10:21
o2F-N42Ufo4_1,1,1,0:10:23,0:10:29
o2F-N42Ufo4_1,2,2,0:10:53,0:10:54
Dkm35G5kkcc_1,0,0,0:08:03,0:08:05
Dkm35G5kkcc_1,1,0,0:08:52,0:08:55
Dkm35G5kkcc_1,2,1,0:10:58,0:11:07
Dkm35G5kkcc_1,3,2,0:12:11,0:12:13
BRiFXVCr1Ak_0,0,0,0:00:37,0:00:39
BRiFXVCr1Ak_0,1,1,0:01:09,0:01:15
BRiFXVCr1Ak_0,2,2,0:01:17,0:01:34
fxCRCMLJ0PU_0,0,0,0:02:06,0:02:17
fxCRCMLJ0PU_0,1,1,0:02:18,0:02:23
fxCRCMLJ0PU_0,2,2,0:03:40,0:03:42
NSn78eNspwU_2,0,0,0:11:49,0:11:51
NSn78eNspwU_2,1,1,0:11:51,0:11:53
NSn78eNspwU_2,2,2,0:11:53,0:11:56
fxCRCMLJ0PU_1,0,0,0:00:00,0:00:08
fxCRCMLJ0PU_1,1,1,0:00:09,0:00:11
fxCRCMLJ0PU_1,2,2,0:00:14,0:00:17
Dkm35G5kkcc_0,0,0,0:00:53,0:00:59
Dkm35G5kkcc_0,1,1,0:04:04,0:04:08
Dkm35G5kkcc_0,2,2,0:05:03,0:05:04
xSzXFQPldJg_0,0,0,0:00:00,0:00:01
xSzXFQPldJg_0,1,1,0:00:02,0:00:10
xSzXFQPldJg_0,2,2,0:00:11,0:00:21
xSzXFQPldJg_0,3,3,0:00:22,0:00:35
xSzXFQPldJg_0,4,4,0:00:36,0:00:41
xSzXFQPldJg_0,5,5,0:00:42,0:00:51
NpYUxd1vUUE_2,0,0,0:06:12,0:06:13
NpYUxd1vUUE_2,1,1,0:08:11,0:08:13
NpYUxd1vUUE_2,2,2,0:09:41,0:09:42
NpYUxd1vUUE_2,3,3,0:10:55,0:10:58
GuEptwLiAvs_1,0,0,0:00:41,0:01:04
GuEptwLiAvs_1,1,1,0:02:03,0:02:08
GuEptwLiAvs_1,2,2,0:02:50,0:03:05
o2F-N42Ufo4_2,0,0,0:00:00,0:00:01
o2F-N42Ufo4_2,1,0,0:09:11,0:09:12
o2F-N42Ufo4_2,2,1,0:10:22,0:10:23
o2F-N42Ufo4_2,3,2,0:14:35,0:14:39
o2F-N42Ufo4_2,4,3,0:16:07,0:16:13
DVsw1brd_Yc_0,0,2,0:10:49,0:12:48
CdTijM0_es4_0,0,3,0:00:45,0:00:53
DRIpznER-VQ_1,0,3,0:00:58,0:01:08
DRIpznER-VQ_1,1,3,0:01:17,0:01:25
DRIpznER-VQ_1,2,3,0:01:46,0:01:52
P0BSTjziVys_0,0,1,0:00:40,0:03:58
lNReCCShKJQ_0,0,1,0:00:18,0:00:22
OGaML8Gg8JQ_1,0,1,0:06:27,0:06:35
5dJUUQufzw4_2,0,1,0:19:33,0:19:34
PQRyGacBRA4_0,0,2,0:03:29,0:03:32
fLn06p2HtAc_0,0,1,0:00:47,0:00:53
0rWA-p4p5IM_0,0,2,0:03:45,0:03:49
CEZ9rbjK3P4_0,0,3,0:02:46,0:02:48
P0BSTjziVys_1,0,2,0:02:06,0:02:13
X29dPzJIMbA_0,0,1,0:01:52,0:02:17
aCPNlZ7bvRc_0,0,1,0:00:03,0:00:13
F2i-LchFVCU_0,0,0,0:00:12,0:00:13
6Lb1PyJxVQM_1,0,0,0:05:37,0:06:34
fWNJmZAWRNg_0,0,0,0:03:22,0:03:32
fWNJmZAWRNg_1,0,0,0:07:06,0:14:51
fZBC3nmvJb8_1,0,0,0:08:30,0:17:54
e6HwinLBK_Y_1,0,1,0:06:40,0:06:41
gJuOMPiixUA_0,0,0,0:00:06,0:00:08
fZBC3nmvJb8_2,0,2,0:17:20,0:17:47
e6HwinLBK_Y_0,0,1,0:04:21,0:04:22
ClYmTkGTGYg_1,0,1,0:14:50,0:14:52
@movie.explained6-7268771669123042562_0,0,1,0:00:07,0:00:07
mq6L8CnNJXc_2,0,1,0:17:18,0:17:18
61SYvhojGvg_1,0,4,0:21:51,0:22:00
bDpgz_2Piqg_0,0,0,0:00:00,0:00:01
tCnelzIAHA0_0,0,0,0:00:00,0:00:24
@movie.explained6-7268167132591000833_0,0,0,0:00:25,0:00:26
JIoE18JYGcM_1,0,1,0:04:01,0:04:03
JIoE18JYGcM_0,0,0,0:04:12,0:04:19
mq6L8CnNJXc_1,0,0,0:12:47,0:12:50
3JzhP8qfbqE_1,0,0,0:01:40,0:01:55
qYnloYaeQA8_1,0,0,0:04:55,0:04:56
F8Ma1qs0Rkg_0,0,2,0:06:47,0:06:49
@daiki.shino-7120297338056281349_0,0,2,0:00:06,0:00:07
Ro_8-CCORzk_1,0,3,0:05:15,0:05:23
Ro_8-CCORzk_1,1,3,0:05:55,0:08:15
Ro_8-CCORzk_2,0,5,0:18:33,0:18:35
zJ2uPZfkYMk_2,0,1,0:08:55,0:09:00
LAQRjgx_OY8_0,0,4,0:03:13,0:03:16
Ro_8-CCORzk_0,0,4,0:15:46,0:15:46
F8Ma1qs0Rkg_1,0,3,0:07:09,0:07:10
F8Ma1qs0Rkg_1,1,3,0:07:17,0:07:18
F8Ma1qs0Rkg_1,2,3,0:07:47,0:07:48
zJ2uPZfkYMk_0,0,3,0:01:57,0:03:40
Jfp1Ks7Hh1E_2,0,0,0:11:09,0:11:16
Jfp1Ks7Hh1E_2,1,1,0:01:11,0:01:53
Jfp1Ks7Hh1E_2,2,2,0:09:48,0:09:50
Jfp1Ks7Hh1E_2,3,3,0:11:20,0:11:24
Jfp1Ks7Hh1E_2,4,4,0:00:05,0:01:10
Jfp1Ks7Hh1E_2,5,5,0:10:49,0:10:56
Jfp1Ks7Hh1E_1,0,0,0:10:18,0:10:48
Jfp1Ks7Hh1E_1,1,1,0:09:42,0:09:43
Jfp1Ks7Hh1E_1,2,2,0:04:30,0:04:39
Jfp1Ks7Hh1E_1,3,3,0:00:10,0:00:54
Jfp1Ks7Hh1E_1,4,5,0:10:49,0:10:58
18rZLZqg6C8_0,0,2,0:00:03,0:00:04
fWNJmZAWRNg_2,0,0,0:04:27,0:04:35
oI975O1BUu0_0,0,1,0:04:46,0:04:47
oI975O1BUu0_0,1,2,0:00:03,0:00:27
oI975O1BUu0_0,2,2,0:07:26,0:07:39
oI975O1BUu0_0,3,2,0:22:16,0:22:53
oI975O1BUu0_1,0,2,0:12:44,0:12:45
GFg98TDqCpw_0,0,1,0:16:45,0:16:53
GFg98TDqCpw_1,0,1,0:15:06,0:15:11
YebUIUOCo94_0,0,1,0:25:50,0:25:55
YebUIUOCo94_1,0,2,0:24:48,0:24:55
xiK00WS0lkE_0,0,0,0:08:36,0:08:41
OMJc43wUPLM_0,0,5,0:09:30,0:09:40
OMJc43wUPLM_1,0,2,0:07:22,0:07:45
OMJc43wUPLM_1,1,3,0:11:24,0:11:25
OMJc43wUPLM_2,0,2,0:10:39,0:10:47
Ytv-9RM4e0o_0,0,1,0:00:08,0:00:08
Ytv-9RM4e0o_1,0,2,0:21:35,0:21:36
Ytv-9RM4e0o_1,1,3,0:07:35,0:10:18
Ytv-9RM4e0o_2,0,1,0:15:23,0:15:24
Ytv-9RM4e0o_2,1,2,0:00:00,0:00:03
Ytv-9RM4e0o_2,2,2,0:10:31,0:14:38
Ytv-9RM4e0o_2,3,2,0:16:59,0:17:11
PbiTIR8N4Hc_1,0,3,0:31:35,0:31:40
PbiTIR8N4Hc_2,0,3,0:34:35,0:34:50
fsz6bkkIHzQ_0,0,0,0:02:50,0:02:55
fsz6bkkIHzQ_2,0,2,0:02:15,0:02:21
s5edwp0PEqk_0,0,0,0:01:44,0:02:33
s5edwp0PEqk_0,1,1,0:03:11,0:03:13
s5edwp0PEqk_0,2,2,0:03:23,0:03:29
s5edwp0PEqk_1,0,0,0:04:01,0:04:03
s5edwp0PEqk_1,1,1,0:04:27,0:04:30
s5edwp0PEqk_1,2,2,0:07:44,0:07:45
9dSkvxS2EB0_0,0,3,0:05:48,0:07:34
9dSkvxS2EB0_0,1,4,0:05:47,0:05:49
9dSkvxS2EB0_1,0,1,0:28:59,0:29:36
aX_HgA5SNLQ_0,0,2,0:02:58,0:02:59
aX_HgA5SNLQ_0,1,3,0:03:00,0:05:14
aX_HgA5SNLQ_0,2,3,0:07:44,0:14:41
aX_HgA5SNLQ_0,3,3,0:19:48,0:21:40
aX_HgA5SNLQ_0,4,3,0:25:42,0:26:08
aX_HgA5SNLQ_0,5,3,0:29:29,0:30:57
aX_HgA5SNLQ_0,6,3,0:31:58,0:32:57
aX_HgA5SNLQ_0,7,3,0:38:24,0:44:43
aX_HgA5SNLQ_1,0,1,0:39:31,0:39:32
aX_HgA5SNLQ_1,1,2,0:39:33,0:39:47
aX_HgA5SNLQ_2,0,1,0:05:37,0:05:38
aX_HgA5SNLQ_2,1,2,0:05:38,0:07:43
aX_HgA5SNLQ_2,2,2,0:14:46,0:16:56
aX_HgA5SNLQ_2,3,2,0:17:27,0:19:47
aX_HgA5SNLQ_2,4,2,0:21:42,0:24:25
aX_HgA5SNLQ_2,5,2,0:26:09,0:29:28
aX_HgA5SNLQ_2,6,2,0:30:51,0:31:57
aX_HgA5SNLQ_2,7,2,0:32:57,0:34:50
aX_HgA5SNLQ_2,8,2,0:36:13,0:38:22
aX_HgA5SNLQ_2,9,2,0:44:43,0:47:40
aX_HgA5SNLQ_2,10,2,0:48:26,0:50:45
NHIT9vq6mJU_0,0,1,0:01:27,0:01:28
NHIT9vq6mJU_0,1,1,0:06:10,0:06:33
NHIT9vq6mJU_0,2,1,0:07:11,0:07:18
NHIT9vq6mJU_1,0,1,0:01:27,0:01:28
NHIT9vq6mJU_1,1,1,0:06:27,0:06:33
NHIT9vq6mJU_1,2,1,0:08:17,0:08:19
NHIT9vq6mJU_2,0,1,0:03:57,0:03:59
_uL3a3aMdMQ_0,0,1,0:12:08,0:12:08
_uL3a3aMdMQ_1,0,2,0:36:22,0:36:22
_uL3a3aMdMQ_2,0,2,0:25:13,0:25:13
LAbtlJJhUlY_0,0,3,0:15:15,0:15:22
LAbtlJJhUlY_0,1,4,0:15:24,0:15:31
LAbtlJJhUlY_2,0,4,0:05:30,0:05:34
LAbtlJJhUlY_2,1,5,0:05:35,0:06:10
_g3Y_mk64Wc_0,0,3,0:01:55,0:01:56
OAcbasjxljY_1,0,0,0:14:28,0:15:39
OAcbasjxljY_2,0,0,0:18:01,0:18:03
ysRFFN5nzqE_0,0,1,0:36:00,0:36:00
ysRFFN5nzqE_2,0,2,0:25:04,0:25:05
lzAESaVqix0_1,0,0,0:13:47,0:13:49
lzAESaVqix0_1,1,1,0:13:50,0:13:51
lzAESaVqix0_2,0,1,0:19:20,0:19:21
lzAESaVqix0_2,1,2,0:19:21,0:19:22
0up5NxTiGZE_0,0,1,0:01:16,0:01:21
0up5NxTiGZE_0,1,2,0:11:40,0:11:42
0up5NxTiGZE_1,0,0,0:02:00,0:02:05
0up5NxTiGZE_1,1,1,0:01:55,0:01:59
0up5NxTiGZE_1,2,1,0:02:12,0:02:13
Z-1lgAXOEc8_1,0,2,0:00:41,0:00:51
Z-1lgAXOEc8_1,1,3,0:02:48,0:03:58
eDso3zHFxL8_0,0,2,0:00:16,0:00:19
eDso3zHFxL8_1,0,2,0:06:03,0:06:06
eDso3zHFxL8_2,0,2,0:15:29,0:15:37
0t1vtW0cT1E_0,0,2,0:06:50,0:06:51
0t1vtW0cT1E_1,0,0,0:10:41,0:10:41
0t1vtW0cT1E_2,0,3,0:12:18,0:12:19
mfS6gyP0mwo_0,0,1,0:00:07,0:00:08
mfS6gyP0mwo_1,0,4,0:07:39,0:08:00
mfS6gyP0mwo_2,0,3,0:18:17,0:18:20
zVudr8cxHRE_0,0,3,0:02:09,0:02:10
zVudr8cxHRE_1,0,3,0:09:33,0:09:33
zVudr8cxHRE_2,0,2,0:13:58,0:13:58
LVFvRNRTEd4_1,0,3,0:07:48,0:07:48
LVFvRNRTEd4_2,0,2,0:13:38,0:13:39
OAHsR02dUc0_1,0,2,0:05:48,0:05:58
OAHsR02dUc0_2,0,0,0:50:12,0:50:22
OAHsR02dUc0_2,1,1,0:51:13,0:51:32
bwDfdTh0VYs_0,0,1,0:02:58,0:02:59
bwDfdTh0VYs_0,1,2,0:04:07,0:04:37
bwDfdTh0VYs_1,0,0,0:05:09,0:05:09
bwDfdTh0VYs_1,1,1,0:10:15,0:11:14
bwDfdTh0VYs_1,2,1,0:11:42,0:12:49
-0aM99dMu_4_1,0,1,0:04:01,0:04:01
-0aM99dMu_4_1,1,2,0:01:53,0:02:31
-0aM99dMu_4_1,2,2,0:20:30,0:20:40
-0aM99dMu_4_2,0,1,0:18:43,0:18:43
-0aM99dMu_4_2,1,2,0:17:44,0:17:54
-0aM99dMu_4_2,2,2,0:18:29,0:18:36
wFrztzzohJ8_0,0,0,0:11:23,0:11:27
wFrztzzohJ8_2,0,0,0:12:59,0:13:03
bAGhXcYc0o4_0,0,0,0:13:13,0:13:18
mq6L8CnNJXc_0,0,1,0:07:33,0:07:34
ZRMbh0wSly0_1,0,2,0:11:40,0:11:40
ZRMbh0wSly0_2,0,1,0:13:58,0:13:58
F2OhCCEIOcU_0,0,0,0:01:12,0:01:12
F2OhCCEIOcU_0,1,0,0:01:22,0:01:28
F2OhCCEIOcU_0,2,0,0:01:31,0:01:39
F2OhCCEIOcU_0,3,0,0:01:42,0:01:43
F2OhCCEIOcU_0,4,1,0:01:17,0:01:22
F2OhCCEIOcU_0,5,1,0:01:47,0:01:49
1D9TgBrW6Sw_0,0,1,0:08:32,0:08:38
1D9TgBrW6Sw_1,0,3,0:14:06,0:14:08
ZsnfXfuGRrg_0,0,0,0:09:28,0:09:31
ZsnfXfuGRrg_0,1,1,0:09:35,0:09:40
ZsnfXfuGRrg_1,0,1,0:03:49,0:03:50
5tN9hyfdkaE_2,0,2,0:21:07,0:21:07
a_hkRXc_bYg_1,0,1,0:22:16,0:22:17
a_hkRXc_bYg_1,1,2,0:22:17,0:22:18
td35F9LNazA_0,0,2,0:01:38,0:01:40
td35F9LNazA_2,0,2,0:12:12,0:13:13
ZGMGQsnSdLE_2,0,2,0:28:29,0:28:29
ZGMGQsnSdLE_2,1,3,0:22:30,0:23:13
ZGMGQsnSdLE_2,2,3,0:26:19,0:26:21
mTn_C-SyW84_1,0,1,0:09:44,0:09:55
mTn_C-SyW84_2,0,0,0:12:50,0:13:01
GdFMKGNFXaE_2,0,0,0:44:19,0:44:20
GdFMKGNFXaE_2,1,1,0:44:20,0:44:21
rP7sQe784k8_0,0,2,0:11:26,0:11:27
rP7sQe784k8_1,0,1,0:10:50,0:10:53
rP7sQe784k8_1,1,2,0:10:53,0:10:56
rP7sQe784k8_2,0,1,0:19:11,0:19:20
rP7sQe784k8_2,1,2,0:19:05,0:19:08
KTY9bogonyw_1,0,0,0:15:28,0:15:50
KTY9bogonyw_2,0,0,0:19:38,0:19:45
f0IbZGfTgUM_2,0,1,0:12:44,0:12:51
z6THwql5c6w_0,0,1,0:11:19,0:11:19
z6THwql5c6w_0,1,2,0:11:21,0:11:23
z6THwql5c6w_1,0,1,0:04:42,0:04:43
z6THwql5c6w_1,1,2,0:04:43,0:04:48
z6THwql5c6w_2,0,2,0:08:10,0:08:11
z6THwql5c6w_2,1,3,0:08:11,0:08:16
GuEptwLiAvs_0,0,0,0:00:42,0:01:06
GuEptwLiAvs_0,1,1,0:03:37,0:10:25
GuEptwLiAvs_0,2,2,0:10:37,0:14:05
GuEptwLiAvs_2,0,0,0:02:03,0:02:09
GuEptwLiAvs_2,1,1,0:02:50,0:03:05
GuEptwLiAvs_2,2,2,0:03:37,0:10:25
IGmuaY1jB1w_0,0,2,0:21:26,0:21:27
IGmuaY1jB1w_1,0,2,0:18:33,0:18:34
DVsw1brd_Yc_1,0,0,0:12:27,0:12:31
DVsw1brd_Yc_1,1,0,0:13:08,0:13:45
DVsw1brd_Yc_1,2,1,0:12:15,0:12:18
DVsw1brd_Yc_2,0,0,0:01:45,0:01:48
DVsw1brd_Yc_2,1,1,0:01:43,0:01:45
DVsw1brd_Yc_2,2,1,0:02:06,0:02:37
JLBsG65WoVU_0,0,2,0:00:53,0:15:28
x4UBaEojM6U_1,0,1,0:08:15,0:08:16
x1FkhxMMIcg_1,0,0,0:00:00,0:00:22
x1FkhxMMIcg_1,1,1,0:00:24,0:01:23
x1FkhxMMIcg_1,2,2,0:01:24,0:03:10
x1FkhxMMIcg_1,3,3,0:03:10,0:03:19
BRiFXVCr1Ak_1,0,0,0:04:17,0:04:18
BRiFXVCr1Ak_1,1,1,0:04:20,0:04:28
BRiFXVCr1Ak_1,2,2,0:05:21,0:05:32
t1nhAnMQBHg_1,0,1,0:00:43,0:00:48
t1nhAnMQBHg_1,1,2,0:00:45,0:00:56
PzUxuZ-KGsU_1,0,1,0:03:01,0:03:10
ZoUsR8t8IxE_1,0,2,0:05:53,0:05:54
ZoUsR8t8IxE_1,1,3,0:06:11,0:06:22
Oht0i1DACcA_1,0,0,0:03:33,0:03:40
0oALTLKRWBA_1,0,0,0:00:00,0:00:01
pFtKaT3GF9I_1,0,1,0:05:58,0:06:02
pFtKaT3GF9I_1,1,2,0:07:09,0:07:30
Efuyl2Anehg_1,0,0,0:00:00,0:00:32
Efuyl2Anehg_1,1,1,0:01:12,0:01:15
